0.000000000000000000e+00,1.017981813771818634e+04,1.697578759450471989e+04,8.235486461988130031e+03,7.913227358219203779e+03,6.404495189374331858e+03,1.091755751814388896e+04,9.109317901654056186e+03,8.556223406020348193e+03,1.741514852623811294e+03,2.222830937718557834e+03,1.348562745838095680e+03,1.930479419344123244e+03,1.776064799829939602e+03,6.828401995682127563e+03,1.164266522670205086e+04,3.754503030960682736e+03,2.994648685651755386e+03,9.921703273462699144e+02,1.080372162567031774e+04,5.488547893346843921e+03,9.943603337536233084e+03,4.226540840106147698e+03,2.947834589762896485e+03,1.017974758504677538e+03,1.056425674876314588e+04,9.755153451729887820e+03,9.441530746402055456e+02,1.740783433269325087e+03,3.109447937112731779e+03,2.634046575063809541e+03,9.945016882962785530e+03,1.136985127869543612e+04,2.222759518668269720e+03,4.740011298744492706e+03,2.116119607975610961e+03,3.336358591930033981e+03,4.343376374367406243e+03,1.088120711878565453e+04,7.427507292149014575e+03,7.119364194889723194e+02,2.732935604479553149e+03,1.187711822257025005e+03,9.745782102275188663e+03,2.612061027305053813e+03,5.035018925663661321e+03,1.658681839098748696e+03,6.793434498151010303e+03,9.694880025263446441e+03,1.025118829459844164e+04
1.017981813771818634e+04,0.000000000000000000e+00,1.172878771727697676e+04,1.679355123989659114e+04,2.349893640430896539e+03,9.059240773574967534e+03,1.112483805768683169e+03,1.927804402886936441e+04,4.646764557521534698e+03,1.182926637519131691e+04,1.207907562817817961e+04,1.106323890433704037e+04,1.192302353914092600e+04,1.195184934819536284e+04,1.581559542880282424e+04,1.523444562183009475e+04,1.310619178468770042e+04,1.226136822572352867e+04,1.116758010058081527e+04,1.833833261424928787e+04,1.565244256856019456e+04,1.940969827834986063e+04,1.322436847481760378e+04,1.239462886485022318e+04,1.059838472918183106e+04,1.597525797552054610e+04,7.373092056083711213e+03,9.343725808545392283e+03,1.145774896576540959e+04,8.473502950583535494e+03,1.225884110955139477e+04,3.118610603419202562e+03,1.779273739331214529e+04,1.234276637491354995e+04,1.333951408019725568e+04,1.224314065751965063e+04,1.348969774334715112e+04,1.287489720910248070e+04,1.589186840141568791e+04,8.156437295913232447e+03,1.005919876285494502e+04,1.257201786525748867e+04,1.120608945354057687e+04,1.689442115826212103e+04,1.249944774131288432e+04,1.355351075202777611e+04,1.114155909996205810e+04,8.384265787581447512e+03,1.787822945725535828e+04,1.848830116428653128e+04
1.697578759450471989e+04,1.172878771727697676e+04,0.000000000000000000e+00,9.011221926522050126e+03,1.406051312618414340e+04,1.610676467516716912e+04,1.132374349675683516e+04,9.008412412957384731e+03,1.442730060731097001e+04,1.603511829405479511e+04,1.603464092514408003e+04,1.691988401222798348e+04,1.606600400512144734e+04,1.571380058124733841e+04,1.035223268767504123e+04,5.396024272489591567e+03,1.327564325641490905e+04,1.399026325167859250e+04,1.621704991221031742e+04,7.948993759716047862e+03,1.222347549047269786e+04,8.413122540724682040e+03,1.277568861102843948e+04,1.405592391884983772e+04,1.598401965149307580e+04,6.526812447666206936e+03,1.317694654753535542e+04,1.781591715421140907e+04,1.662496877475484143e+04,1.515610584464398926e+04,1.597492212660809673e+04,1.285561154773465205e+04,6.289650895606853737e+03,1.555883142614624376e+04,1.224647793703523894e+04,1.514724140048457593e+04,1.448143911125187333e+04,1.263336154697626625e+04,6.209965923782335267e+03,1.082277946320396950e+04,1.757100575497974933e+04,1.560962567756302087e+04,1.659286916429859048e+04,7.475438702291891786e+03,1.449617670886891028e+04,1.195465752529843849e+04,1.697812737794211716e+04,1.594601124173741482e+04,7.746185472466195279e+03,7.398296281822619676e+03
8.235486461988130031e+03,1.679355123989659114e+04,9.011221926522050126e+03,0.000000000000000000e+00,1.558055551692409426e+04,1.219997653272078242e+04,1.787819565678861181e+04,3.025900784580067921e+03,1.644519958271741780e+04,7.024666389144105779e+03,7.097030963240988967e+03,7.910398520389088844e+03,7.072974418167463227e+03,6.710742950155578910e+03,1.423795798215620152e+03,3.770418730013023378e+03,4.581536104307092501e+03,5.445983754634715297e+03,7.307265979473692823e+03,4.895165499467948393e+03,3.459112357676723605e+03,3.792507455326312993e+03,4.244698102669060063e+03,5.404479492800065600e+03,7.467038581765991694e+03,2.587638306875123817e+03,1.510695714727368068e+04,9.179010522841555940e+03,7.644254236149124154e+03,8.881906983285494789e+03,7.172252172304220039e+03,1.816089994976919843e+04,3.358401346064753852e+03,6.559012557710304463e+03,3.922852266317853264e+03,6.181485223441032758e+03,5.549656284377217162e+03,4.414989240540987339e+03,2.884870583037115466e+03,8.656036168699569316e+03,8.652850237432932772e+03,6.762916125079257654e+03,7.588092389327413912e+03,1.535892076924586490e+03,5.623935486025371574e+03,3.648246847747073389e+03,7.999661502038703475e+03,1.293172019268873737e+04,1.615491980450565961e+03,2.427446745740131519e+03
7.913227358219203779e+03,2.349893640430896539e+03,1.406051312618414340e+04,1.558055551692409426e+04,0.000000000000000000e+00,7.358759542411908114e+03,3.011146264420050557e+03,1.693042729698136463e+04,3.664639600606195017e+03,9.512549430276389103e+03,9.735743546421228530e+03,8.725295581193971884e+03,9.591713663372025621e+03,9.666647796747927714e+03,1.423743626245362429e+04,1.631431271487416416e+04,1.117334231951396032e+04,1.029827156333322819e+04,8.905384376185826113e+03,1.767503309977205208e+04,1.339861583524088201e+04,1.754337027859370210e+04,1.141648841343632739e+04,1.038982944569663778e+04,8.443230703972434640e+03,1.640721480880190575e+04,6.832939238814466989e+03,7.041669683803061162e+03,9.114230913290808530e+03,6.701388826920308020e+03,9.908955168768648946e+03,3.169025772043807592e+03,1.881508561013159124e+04,1.002755490177369029e+04,1.167686858028577808e+04,1.001526190618603687e+04,1.117678721911091634e+04,1.118548985492248175e+04,1.652527248861794214e+04,7.893490832288804086e+03,7.737721489674715485e+03,1.022463643340264935e+04,8.888483817174355863e+03,1.661652146260184600e+04,1.036712641004227407e+04,1.194202209287342703e+04,8.794436114555239328e+03,6.789631255725136725e+03,1.719011508581172529e+04,1.799040903652071574e+04
6.404495189374331858e+03,9.059240773574967534e+03,1.610676467516716912e+04,1.219997653272078242e+04,7.358759542411908114e+03,0.000000000000000000e+00,8.784234712783174473e+03,1.045024113067616054e+04,4.541320200211924202e+03,6.335709506496519680e+03,5.907808606685316590e+03,5.647475436229115076e+03,6.128860301851051190e+03,6.777377005064015975e+03,1.134047934173915019e+04,1.564391241955489750e+04,9.386936097669964511e+03,8.972562381040792388e+03,6.728830366298119770e+03,1.031994727589570357e+04,8.820967078758794742e+03,1.051393553025643450e+04,9.942888669219672011e+03,8.814781803569281692e+03,7.397230108176183421e+03,1.460673963304991958e+04,3.602742100760790890e+03,5.843372537526173801e+03,5.633965805579859989e+03,8.762962116905415314e+03,5.598817081598994264e+03,6.391441602753148800e+03,1.313356045677982183e+04,6.575530030891333809e+03,1.051678316691706277e+04,7.412738724013627689e+03,7.158319165591503406e+03,1.029301909773515217e+04,1.482209424844820205e+04,1.305995429515243995e+04,5.692799106192808722e+03,5.993310994567676971e+03,6.087232625771684070e+03,1.342503435070584237e+04,8.160993672381782744e+03,1.075000756298376473e+04,5.364618546077163046e+03,7.343065159678120608e+02,1.262451793957440532e+04,1.240946689346378116e+04
1.091755751814388896e+04,1.112483805768683169e+03,1.132374349675683516e+04,1.787819565678861181e+04,3.011146264420050557e+03,8.784234712783174473e+03,0.000000000000000000e+00,1.906063723147355631e+04,4.246224150966890193e+03,1.247265581985076096e+04,1.262834638135965906e+04,1.164824568515089777e+04,1.252483025094450568e+04,1.265669230686351511e+04,1.691867428669143919e+04,1.560192640066319109e+04,1.409326814263280357e+04,1.323016635898134518e+04,1.190900742156292836e+04,1.723003169881158101e+04,1.638631174653683411e+04,1.835643333178368630e+04,1.425806899495149082e+04,1.334388752315920647e+04,1.144685964368591704e+04,1.655560106871466269e+04,6.610408572307544091e+03,1.003027194223438346e+04,1.201250411036618971e+04,9.487952292851381571e+03,1.273074078338159779e+04,2.466395421342901955e+03,1.761336541910052620e+04,1.298624424714189990e+04,1.441101136869828406e+04,1.302482672302828178e+04,1.412970320637380973e+04,1.393764755748785137e+04,1.639289505001506404e+04,9.222324587643794075e+03,1.070213366118644626e+04,1.308583577704922027e+04,1.185136495212171212e+04,1.765019498643040788e+04,1.336943331689184743e+04,1.463602236462909059e+04,1.167476001547709893e+04,8.069586110845863004e+03,1.859241427637196102e+04,1.869994111136411084e+04
9.109317901654056186e+03,1.927804402886936441e+04,9.008412412957384731e+03,3.025900784580067921e+03,1.693042729698136463e+04,1.045024113067616054e+04,1.906063723147355631e+04,0.000000000000000000e+00,1.495050715917880916e+04,7.451480258104498716e+03,7.199022291819428574e+03,8.214861739929596297e+03,7.355654827859621037e+03,7.335280521094176038e+03,3.779570332437503566e+03,5.217372286152008201e+03,6.291190949628430644e+03,7.118128875141936078e+03,8.123763877393345865e+03,2.099756231672181002e+03,3.652452064144286851e+03,9.556790477478840558e+02,6.216436775568658049e+03,6.973095348680337338e+03,8.717393927376469946e+03,4.345728087433982182e+03,1.245806819239704600e+04,9.938278834821659984e+03,7.820373149782316432e+03,1.092427594999976282e+04,7.022113623051620380e+03,1.664740464283051915e+04,2.850241702639609230e+03,6.938458095640321517e+03,6.152884199261465255e+03,7.058631917474405782e+03,5.792600339750770218e+03,6.600405468937407932e+03,4.479022757307709071e+03,1.165791664424197370e+04,9.220311019520166155e+03,6.706671426989161773e+03,8.074289809970855458e+03,3.296060476305959583e+03,6.830259690298147689e+03,5.960838088283100660e+03,8.137101743879674359e+03,1.114779159578083818e+04,2.325551467123370912e+03,1.959946706555791934e+03
8.556223406020348193e+03,4.646764557521534698e+03,1.442730060731097001e+04,1.644519958271741780e+04,3.664639600606195017e+03,4.541320200211924202e+03,4.246224150966890193e+03,1.495050715917880916e+04,0.000000000000000000e+00,9.512044037208863301e+03,9.376328038891926553e+03,8.630911466472756729e+03,9.431618613322314559e+03,9.867822263208216100e+03,1.521292978644682807e+04,1.981440341470424028e+04,1.230667967643924749e+04,1.153924838020225798e+04,9.382242145476820951e+03,1.431495507783177527e+04,1.300013053062928702e+04,1.484642572349483453e+04,1.278061221838413439e+04,1.150393500306828719e+04,9.473643051175531582e+03,1.903259065090030708e+04,3.176516368570185023e+03,7.632965730506877662e+03,8.856579162684989569e+03,9.008531721628900414e+03,9.277162812980601302e+03,1.880226652939560154e+03,1.731130420211083037e+04,9.948024989481982630e+03,1.327463369883806809e+04,1.045192053381363621e+04,1.090874048750222573e+04,1.284087012645565665e+04,1.932176715607160804e+04,1.146070515347023502e+04,8.022119617551261399e+03,9.688491708886898778e+03,8.992662037134930870e+03,1.788941926069067995e+04,1.110462043376491602e+04,1.357355630476925035e+04,8.504088762136421792e+03,3.823486270136443636e+03,1.716478090144749149e+04,1.688378637210759189e+04
1.741514852623811294e+03,1.182926637519131691e+04,1.603511829405479511e+04,7.024666389144105779e+03,9.512549430276389103e+03,6.335709506496519680e+03,1.247265581985076096e+04,7.451480258104498716e+03,9.512044037208863301e+03,0.000000000000000000e+00,6.335109643565979241e+02,8.860176848378079058e+02,2.805444650902585408e+02,4.435761284961973274e+02,5.704255763241544628e+03,1.070047001400245972e+04,3.070983313266945061e+03,2.663262226618182922e+03,9.226630493877114532e+02,9.071939377278817119e+03,3.916832214554829989e+03,8.248429121193246829e+03,3.625015577217701775e+03,2.487978742507748393e+03,1.915538716581247400e+03,9.540169620432143347e+03,9.925204798498862147e+03,2.488770610729561668e+03,7.106409898363602906e+02,4.603807325594782924e+03,1.118370814287063922e+03,1.113942139314827546e+04,9.899411417740329853e+03,5.150581796584049243e+02,4.199183260863615033e+03,1.077600726354291965e+03,1.664240374202447128e+03,3.957400986174304762e+03,9.854101989168029831e+03,8.535394840558856231e+03,1.775018940239838230e+03,1.053610855289764004e+03,6.240848996346787771e+02,8.560149786865280475e+03,1.826273633459975827e+03,4.451020503463334535e+03,1.033018208955827731e+03,6.899826149004555191e+03,8.326429136071668836e+03,8.771137943461166287e+03
