"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Algeria","DZA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","265802799.999837","311729450","185716409.999837","237218039.999837","194924559.984837","184224559.984837","273085969.984087","442987999.97906","532109699.976887","410627599.975387","352276529.947931","537317756.23947","640168724.22567","1526311872.42565","2474721203.25732","1895709581.76388","2502227909.11221","2590690991.75076","3229638375.7988","5517255335.94191","7063796371.59301","5914589910.15421","4972783951.83249","4010230638.063","3185336129.26259","4644533503.67291","3842514563.64618","4343098847.09546","3190542205.77487","3085702748.1056","2703474413.75734","3459969139.47199","3317517173.5496","3655668345.40213","4813488070.73274","4164319968.1148","6296459592.25517","9666874794.39499","8452272530.98147","6146079025.2594","13556106991.9493","19625060632.8703","25151012399.4561","35454600240.0071","45691652704.2631","59167069245.3421","81462730309.4563","114972269871.77","148098646115.269","155111906161.913","170461126574.81","191369117585.621","200586904405.681","201436605683.672","186350597819.058","150595236046.407","120788086949.512",
"East Asia & Pacific (excluding high income)","EAP","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","41077599.995679","38397350","43348219.999454","51632719.999466","51638399.99668","46038399.99968","61158146.5105286","69213239.6670725","62499909.9767274","65130089.8606381","75607786.9043451","60390283.6078111","144133497.715712","253707215.244452","390629828.403431","307492513.267126","529391100.386792","689065017.003778","727782641.536327","934098773.167843","1257167688.04748","797069064.610965","493476335.460225","802512309.584408","738907098.264009","853631313.570328","806083750.065012","691666392.507323","567569796.336457","706538998.276464","1009075835.7998","1080977249.2766","1015827244.46204","1541717600.40997","2002942837.89932","1787782297.58091","2011360221.28055","2212962666.82669","1738909853.53101","1887630463.96606","1178958493.28263","1073533302.26044","1004402706.60739","1165340424.70155","1439914101.4209","2147944744.33348","2026480271.9457","3520673052.296","4472854645.70672","3792122213.74514","2622493198.24139","2957999565.64517","2486036148.57272","4345840372.26","3941357328.43794","2487276572.8171","4215553082.3291",
"Egypt, Arab Rep.","EGY","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","266967599.995029","203625200","223227759.995032","216277439.995032","223742479.996021","193777599.99602","156816539.997334","196019199.997329","187040599.997326","145124799.997326","165038579.997486","163240127.89251","209341349.69493","532593929.46883","705412658.46909","535004036.98555","567297148.9797","831886291.5","1050567850.09181","1795125065.49965","2479664000","1682922750.77577","1809313173.19745","1698907486.96934","1485991444.09757","1587362857.79991","1779681031.9","2555643305.2","2261158624","2495363416","3619931743.8","6185285499.9","11620220250","13854276598.2868","14412967953.6103","17121799305.0993","18296476741.5344","19370588074.6377","18823908948.1291","15190021353.8891","13785041208.3986","13598234046.3646","14076054208.6436","14603575994.4176","15338515010.149","21856785236.5931","26006844917.5056","32214421941.8473","34330505078.0226","34896677828.6998","37028502251.591","18637544531.7575","15672468061.2584","16536237509.56","14927002166.4156","15858886842.5469","23642690236.2857",
"Euro area","EMU","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40490517.103481","81319532.7053844","229576077.042404","68154685.3154418","58866380.3185591","36131624.5459957","50449873.4015955","30282531.9052226","24707771.969311","34746846.60068","27944199.0745528","25354624.7395122","34284787.5543902","57898130.1213821","90010610.8504072","114149585.508846","114795759.037059","","","","","",
"Spain","ESP","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","544061599.994914","887873549.97748","1045887989.94974","1148505159.92962","1515235679.8759","1424897519.83584","1257578029.81154","1104098399.97756","1303543699.97756","1285926799.97746","1851302469.89728","3347889746.10947","5397170746.36754","7771043632.76742","8535016993.24499","7507064873.8786","6626925940.70924","8357980760.4","13394125837.661","20702703134.1604","20473494316.9639","16610959376.4814","14328183498.094","12974274893.6131","16464821587.5854","15966406853.5765","20548054601.3","36439289399.8","42835081159","47769544665.6","57238074518.6","71344880736.8","50708508500","47145831058.38","47531544161.918","40530658958.1741","63699015677.2589","72934646236.0183","60881369908.4522","37999940938.5421","35607625797.6626","34235521113.2152","40303465619.8222","26809451343.9748","19758630619.3301","17227464045.16","19339947149.8916","19028953068.761","20288388863.0443","28051364564.6091","31871818384.5038","46704854402.6405","50588476002.0462","46335468959.02","50411867872.7529","53973839996.4031","63039919322.6992",
"Estonia","EST","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197501500","389247606.4","446418562.0438","583006267.33607","639770387.3634","760039371.05175","812906422.87316","855813707.08165","922839655.62733","822453577.65532","1003157301.09376","1376698670.14612","1791730276.81601","1947311947.01705","2786325227.33418","3269362367.55381","3971834388.55749","3980640980.22447","2567137792.89151","207115954.62374","300659810.93548","314406189.3","436833333.684","414798318.37058","352140612.76212",
"Ethiopia","ETH","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","52749599.997499","54880449.99714","63501369.996599","50180519.996171","61174239.996153","77165919.996139","78676089.995119","64681199.995099","67958899.994989","71858799.994941","71745619.992974","69633995.09319","99364642.19318","194875556.99318","314837566.99318","315252651.19318","331791548.89317","260491671.4","217562055.79998","319158931.9996","262284680.9959","370055183.9896","277333083.096581","205607266.49353","108775329.999791","216340715.59982","332198100","223865105.4","149969164","123044566.4","55191078.8","106436547.3","270054750","499938575.11","587541828.0541","815019180.17889","843310658.597","588431591.19299","598411624.01331","546583378.24149","362554251.972375","489895096.425","965896456.920204","955608346.567993","1496784382.90341","1042595244.04725","867438379.720486","1289865509.94079","870502513.347333","1780874201.12431","","","","","","","",
"European Union","EUU","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","268364399.984556","271170999.98573","236691799.98399","283493479.983999","384130412.316299","289463318.580917","188909152.795885","184204841.897538","346987405.274584","327209700.151964","455408582.865997","684059364.599948","758280009.682229","666704075.563366","749415405.387469","548653324.500374","573063973.580363","680322349.655913","1436536932.84239","2044852813.4875","2451468030.54777","1988163509.90726","2097669598.52508","1722252316.69362","3145827087.26412","4375152662.43451","2534548366.33095","7363946173.03836","7171278180.9837","5913979176.94449","10414929959.1737","8316763290.16751","5880751067.12267","6192945860.36255","11429609310.8209","10657231031.1429","7507186996.38048","8881026360.09789","10270798249.2753","8677451744.64541","8409732792.90742","8419388795.33511","9825468858.7064","11172946743.8608","12913571910.2172","11331634658.2953","7498638909.048","8380474488.35","8353578000.57959","11428834018.7138","9547420311.84129","10276064353.5009","11082345110.0045","11272358255.18","10679258852.7593","10016274780.0994","10488548763.1657",
"Fiji","FJI","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","21820000","18040000","18370000","18490000","26810000","27350000","39617132.9977","69415412.79632","73949367.99632","109147359.49863","148591622.79542","116321181.39542","148054209.2","136595815.49555","142167952.79384","174050500.49195","139492174.79012","131991953.190869","120053536.49193","120842695.199989","134466207.38703","175389997.3","132556868.2","233692015","211914666.4","261102776","271708368.6","317136600","269769180.472","273445536.0829","349341835.89394","427533449.02048","360519062.78125","385903420.36165","428919644.96787","412013963.40873","366383708.287786","358934966.69461","423606701.934162","483077976.830947","321301773.04303","313300248.710727","528272611.655448","322181214.575409","570005034.305295","720523037.342297","833453745.993049","921305928.03238","941827049.658085","916407427.304208","918959311.206169","908822920.430455",
"France","FRA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","2300193999.7512","3374549999.57354","4053563699.48755","4914646799.45875","5736854799.27429","6359615198.98116","6761305398.86257","7023697998.96457","4965132999.88836","3853167999.89866","5199446699.72765","8819829582.71615","12723418825.5595","15594824047.0502","23350057925.4714","22613022942.1191","19232851710.7473","22642590938.3374","32328212527.7838","59520671155.7782","75592380446.4522","54798139909.444","53929071513.4185","51077739319.2263","46174644813.1401","53354352926.1394","63449981446.8135","72674287872.4413","58944498068.7103","57433908546.832","68290944122.0641","60227054533.5097","54305657584.7774","54624427081.8894","57627253508.3724","58509702359.098","57020085575.061","54693125238.0985","73773222550.5547","67926841821.7448","63728088171.0179","58637345172.4537","61696740308.9261","70762381909.6838","77353284340.8779","74359927127.2351","98239160427.6836","115487083382.61","103306202566.568","131785826998.031","165852027738.61","168490352253.516","184521827260.365","145161120115.66","143977170862.924","138198977176.891","145866048714.466",
"Faroe Islands","FRO","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69499666.02795","89600212.17636","85801083.3775","101601925.20749","92668895.47254","113047178.0499","98330198.02791","117391169.388","89607067.1229","54838733.76664","49953314.4717","46622755.5068","48479468.4515","39986225.10732","55718610.96177","55763821.46874","75062439.1484","76796330.6766","84343100.98","114124980.53687","135114894.69475","156984825.39291",
"Gabon","GAB","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","9500000","10700000","11250000","7660000","9292999.999347","17632999.999347","11562999.999227","9432999.999097","5466940.31530876","8286353.3700254","14739646.4270333","25387132.6872987","23227351.731747","47857452.7073139","103292593.858043","146069084.881443","116155028.960525","10960833.870069","24720627.5098837","26585965.2132409","114931021.252091","203862552.630896","317641901.117042","191704611.007294","203334404.82905","196666671.91142","131275234.626801","18098123.8516854","72604267.8113828","39478563.2021869","278707082.935393","332016181.135954","75487378.7798503","5765215.10228404","180108558.319906","153050967.97399","253455806.431446","286326931.400098","19102567.0763632","21672800.8189165","193613824.769754","13399793.7846305","144051937.940538","201927545.167944","449046112.502701","675149857.480109","1121592474.06081","1237944499.02992","1934656663.67246","1993241320.27078","1735882497.60528","2157317436.13121","2351562321.55741","3003573244.34993","2478481052.48833","1863120903.53903","789346368.771611",
"United Kingdom","GBR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","3767016799.93559","3327714600.01562","3313161729.94188","3153679119.94463","2322326239.95457","3011764239.95092","3109538539.96015","2702371599.96314","2712427899.97353","2535410999.97357","2918294769.96148","8956887987.30078","6214055162","7946932888.75586","9959015847.10592","7547579912.19998","6208262196.89675","23778085428.9","21184734566.1855","29084844940.7345","31755307653.0075","22802310653.1119","21083026965.5122","18593252626.4958","15306823531.181","19081740634.5605","25853371114","50917926580.8","51899606956","42381846303.2","43145753526.4","48572193621.3","42844133000","43982208588.47","48079036671.3399","49144194069.1772","46700030785.2408","37662297232.9043","38829815360.5539","39261890829.7559","43075149169.7964","37346811131.9023","41008744647.1925","39550386632.9478","44339436919.3942","43593477202.8105","47038783448.4777","57274809053.7897","53024181655.0864","66550201176.7101","82364656565.1065","94544038250.0148","105194404563.51","104418669118.24","107727629479.029","129600909234.281","134931828649.282",
"Georgia","GEO","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198511612.749614","191373447.519071","201708671.257057","132881245.16713","144363937.42893","115965909.042939","161941586.161891","202176067.252524","196198029.006629","386676436.830932","478637803.744795","930833392.767279","1361156520.83336","1480157562.63254","2110323552.98472","2263794188.2141","2818191708.52047","2872949040.30208","2823383635.91809","2699169996.3529","2520721245.18792","2756383409.50324",
"Ghana","GHA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","277925999.99431","155953999.99447","181711199.99984","209312799.99984","125519199.99984","115809199.99795","111130399.99984","82731999.99984","97003999.99984","71831999.99984","42579199.99984","43092215.49695","104041099.99","194039377.48435","101333087.47975","147155069.79247","113297787.79334","181582865.2","326657477.09051","401235901.08633","329581762.29997","268425875.9994","314337128.699446","291305064.49789","437210812.59956","552078808.18279","623972704","331647751.8","310347218","435931281.6","309313699.2","644302471.1","411555000","516970193.52357","689267705.16775","803821072.48328","930268774.65844","617628934.682","456700111.49339","534753784.90665","308900899.27722","375936406.22058","636059791.35184","1470061302.99374","1749729296.12286","1897057043.61708","2268926565.0408","2218311348.36339","2014205287.61692","3691822182.40332","5158150247.11288","5913601208.64615","5835098356.83084","5587739324.41182","","","",
"Gibraltar","GIB","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145115257.556062","98619417.7074186","133290239.218168","87847092.2987696","86759344.8526421","87340121.2441356","121631869.23429","236706997.09982","199679961.46465","167593505.80677","208565057.06307","263312230.33248","","111780254.860488","96326734.5377989","","","","","","114039942.20323","166776926.55094","182588508.112","301600722.77968","330708163.2388","",
"Gambia, The","GMB","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","5850000","7950000","9450000","8369999.99987","6549999.99987","5989999.99987","8109999.9989","10939420.59814","11384560.19738","16240636.99738","28045553.49739","28551681.59624","20635244.19626","24394650.6","26072152.69887","1928957.69931","5670000","3948197.99995","8386497.59984","2917511.99984","2259208.4","1733936.79996","13562841.6","25757391.4","19049157","20589292.8","55386778.2","67615345.1","94033750","105752908.28","98016035.66415","106146511.06319","102133839.7556","96038244.2435","106362070.54709","111246408.54868","109431122.48499","106013174.71656","106877401.89616","59306558.70849","83774366.8874","98312855.49054","120615993.221747","142784447.74458","116517123.605654","224175083.340755","201627502.699134","223241961.885926","236241443.979746","210553619.388351","159330942.765352","","",
"Guinea-Bissau","GNB","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","-628535.512256443","10313849.8820185","15967618.6087332","20843397.7455716","18217187.1387456","14577094.8650474","17751595.506241","14167093.9030374","18426348.2498097","20266042.3145456","11528415.0321196","33705318.2452119","35762001.9001721","35283697.5498183","66771062.7019062","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","2773617.19948","1300000","1381000","3465536.92136444","2676432.49953524","568604.243445693","5503322.54542497","5968313.09235074","706734.931371576","9473857.53411764","13408582.159979","480802.56","390332.79685","40812.34361","516467.23424","4933006.05675","803295.452167027","3353991.19149578","23008388.8333893","70851809.5006737","88540315.7322699","237691328.599832","944982406.604263","2102494664.05072","3066739317.78102","3845916300.5416","4431191816.25683","3251937912.60184","2346355092.98505","3053840679.89552","4396979380.2313","4566537502.79281","2906843520.49923","1205154500.58185","62307398.2552643",
"Greece","GRC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","242101199.982823","267482899.985","286669629.982791","292161879.982789","281585439.982788","250520559.982787","273284989.971579","286873599.971282","349516699.970997","317766799.971281","318014729.962161","534813982.86101","1125644099.63993","1291978912.44025","1454967388.47329","1472535746.18243","1372618795.28309","1663577055.3","2157055711.45315","3292536742.36672","3606607033.64443","2553565153.14433","2630216622.64056","2380721973.41327","2220066729.19589","2216191515.72501","2811791746.6","4299295385.6","5012214445","4584864886.4","4721071460.6","6400005162.9","5937643500","9135323164.25","15809339960.2086","16118558512.6013","18782300969.9747","13652306948.7185","18501071815.504","19352094057.0257","14594007092.936","6244166716.16102","9431529911.9824","5801377000.94346","2707783403.01153","2287010494.09936","2849953362.47","3647605456.44525","3489670288.75873","5486122143.18779","6352402263.66669","6743420207.16311","7255024442.61224","5763072025.66","6236288773.2901","6027606492.33105","6851246695.3478",
"Grenada","GRD","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","3677499.99816125","4447611.01312731","5604442.73447538","5003581.59497202","5363381.05612096","5752611.56835288","8113083.22150166","12691851.8565525","12313333.3378938","12219469.6007895","12908888.89367","16097407.4133694","9232512.58489008","14141758.1904591","14234419.0200796","20812465.6891757","20565185.1851852","22740000","16923333.3333333","15442222.2222222","17578888.8888889","17472962.962963","25880000","26900000","31231150.2793","36734880.86962","35728931.91468","42666395.445","46840916.21594","50839905.68327","57660000","63941398.74049","87842777.4023467","83225917.7037985","121728059.765363","94252920.2724659","99961392.4184148","110569734.906546","105341634.663213","129078994.329053","119154929.393743","120710961.111755","119485007.904621","150571024.066411","169949449.853043","197973499.37396","207689274.55471",
"Greenland","GRL","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","54422359.9955669","54840554.99624","45884574.9993275","56735259.9993405","59588719.995594","67859815.9993707","60797008.9994289","65202719.9994289","69479929.9994253","74234399.999428","79441262.9974401","96265946.38916","148142850.18338","246476922.97952","272939437.97952","352684578.57954","557262920.17656","752483988.5","857804927.07551","963704478.36752","752585266.26057","357328946.78942","350871963.299448","409283238.49157","435385509.999478","471692100","566267070","540889872","415722234","523525188","361810500","880813440","805843175","949519648.028","943368783.13735","783330256.03001","947831711.49728","1172972868.53475","1396986482.04752","1251693005.59001","1805677853.25296","2352244047.92136","2373309178.05648","2924966746.82159","3522289962.41242","3777008794.12566","4055245973.538","4314534135.4185","4653932356.42869","5204831108.28155","5948552635.77753","6174185937.86918","6693770289.80948","7269204489.68","7330866971.67438","7745916404.59402","9152627652.47413",
"Guam","GUM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","14740000","15090000","15090000","16900000","16550000","20120000","16899999.9988","18849999.9988","23549999.99879","20549999.99879","20399999.99812","26155990.69783","36750265.69533","13973653.99596","62572064.49433","100496688.19123","27282878.19646","22976158.3","58265700.39724","17528043.89717","12700000","6910518.39896","10557054.89741","6490000","5850000","6470000","9000000","8430000","4040000","13350000","28679763.4","124416125.7","188080000","247450000","247126598.3295","268938847.08494","329676784.34756","315505363.3045","276599939.57624","268276093.80966","304956656.20925","287255329.75446","284472818.55136","276387311.428983","231844800.748111","251872587.848597","279636388.863129","313007749.963616","355913639.68094","631410303.424496","782063523.49133","801777706.231209","864028135.258416","783621044.507536","667925096.67203","531887026.905421","580981471.114498",
"High income","HIC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24655780000","28888620800","35249981000","43012564199.32","49277061000","55423912250","63832739750","92823443400.67","89669416460.4941","96255446750","107560388150","111173525500","111918964250","118388035750","123569257524","124278371000","133210591900","152692861250","182527273250","255840862500","268743168500","285398502318","317362272184","311209660737.5","328516956006.794","358772789795.819","386240451083.694",
"Honduras","HND","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","13320359.9999969","12328965","13298716.9999969","12449271.9999966","19699407.9999966","23388871.9999969","27389088.9999969","25089679.9977366","31572459.9977366","30929679.9952466","20245846.9998069","21909526.49715","35288309.49455","42004015.98834","44880474.49473","97404001.79602","131248192.79734","182048530.5","187554467.9908","216235714.18626","159257508.19998","107377904.39861","119538469.298354","119720723.99368","133089633.599984","111032000","117554400","113745600","56564000","27516000","46574226.6","112325600","204581800.25","105511001.386","179216200.5046","269727726.32652","257091853.61432","586584252.51147","824230862.80127","1263788808.1269","1318911720.97788","1421477789.86674","1531434550.3032","1438959953.95016","1979756056.99158","2338186971.24702","2642084889.4676","2545868558.45518","2491985118.57273","2109755313.71773","2700862752.18502","2783395440.14719","2531827559.95268","3008371882.06","3455883991.10734","3752072032.17662","3811123474.95253",
"Heavily indebted poor countries (HIPC)","HPC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166800000","616200824.96","1404995149.6271","1895724349.78306","2313999030.33248","2539059752.08725","2815738591.19228","3024995790.20362","3524350337.7291","4703235127.91867","5884888199.88528","8190523097.95644","8758177308.08808","8800316452.59646","11487840810.1496","13674518993.433","12957286637.3498","14894514372.9103","14132504961.4346","14483806528.8188","14807134354.9468","17766773693.99","15423622233.3927","14966894447.0721","14244344661.346",
"Haiti","HTI","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","4300000","3000000","2200000","2600000","2100000","1400000","2200000","1900000","2500000","3500000","4300000","10386841.79642","17881688.69403","17031747.49815","19988172.99755","12646580.14801","28149127.44876","34769235.4","40833126.29383","64132916.39012","26723324.19998","31125238.3999123","12361647.3989074","15761640.9989342","18468623.1999822","12211089.59992","22839764.6","25620159","20357776.25","19828758","10167738","41497494.3","33250204.25","39307976.86451","58174904.0685","198778528.39551","223092905.0358","212775657.562092","263934072.582063","264421953.083228","182507938.336255","141791474.050511","82171312.595698","62581880.4377944","189071925.912664","219055985.157798","367815237.089061","582010083.278762","705361462.200068","1053347253.62128","1893091797.19109","1882129561.0569","2165695381.00476","2518080430.08158","2034930204.96247","1977646757.47562","2174226392.42133",
"Hungary","HUN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","1815689873.91668","2196042504.19794","2914082778.79986","3219088095.7","2428677645.4","2120757019","1846298314.16","1184510088.6","4025559099.9","4458714000","6744523365.46","6777626276.29965","12017181563.3305","9757458267.23948","8437175589.8435","9347792759.71905","10983333004.8895","11217315622.923","10755092652.3287","10383089943.2757","12793544565.3844","15965390205.6804","18602834458.227","21589904273.2112","24052211099.9743","33873898903.8972","44181292182.573","44988178945.3264","48831920687.7836","44670620438.767","46508014070.42","42019881732.4703","33124288275.8065","25824253119.8932",
"IBRD only","IBD","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","352739199.984593","133183550","108100019.998714","58079559.998943","25003679.999886","21003679.999886","23011659.999886","6012799.999886","87276599.999886","121712799.999886","160280179.999866","187819481.29997","580053889.26417","811133204.9567","1500130961.41571","592327940.99365","1504197779.79594","2536611742.8","2676739962.77349","4205180390.29715","6802958655.10206","6248011978.37647","4562681470.29662","4902568754.42369","5729969519.4969","5989249601.27633","5264621424.3","7094971114.8","6321736080","6699437804","8656793061.6","10357988937.1","11482018250","12474062676.59","13321137322.7019","14907560252.9286","19396150431.2003","17486799311.4368","23605844201.6735","27345097353.9957","29352929930.3718","28103636213.8566","32033584740.0475","36256203610.1863","36310734314.7824","34730799704.5211","42597039985.2572","56935744301.4525","51640625791.9553","66118916965.731","96210971535.5132","110136605627.115","112797628043.608","99386827824.74","111862604046.204","105928845986.863","116369598496.657",
"IDA only","IDX","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","674536630.918714","666357094.860707","512791843.997628","607862500.35463","499145125.782636","600850886.226643","609694584.525334","663764119.786639","730352744.860987","927764119.786639","1023173271.4245","1245820241.04949","1367599034.14678","1629326578.82714","2324650377.13498","2064428261.13444","3728750351.23391","6085439481.88836","8316114115.87359","11815412878.1238","12009786831.9665","8108842157.07726","8241563482.9564","8215728863.22567","8535944835.97164","9493104339.50674","10480097372.7291","11511739958.6834","9185841795.81992","8048453589.97731","5637446977.00745","7615987442.90765","9538784914.65994","14674627526.9333","24220928978.007","22864638482.7834","24889366112.5963","28385372703.9562","30646565204.5023","36005294869.3983","41059062637.8129","49050841243.2137","71607863519.0973","103737207867.302","131631145663.002","137824831018.95","178049789377.443","276578100623.716","257422725838.428","284682885686.285","300480145803.627","298739485811.368","300425518088.108","298092483487.487","325081060905.901","353319058314.405","361694316000.029",
"Not classified","INX","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
