"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Kuwait","KWT","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","71700000","83886000","97297999.9986","109808799.98614","110363199.98614","124077599.98602","164674799.98557","184684399.983593","196544899.984019","182617599.985017","209112309.976267","301854882.77932","429915339.87931","700276848.98026","1902721460.24417","2050784162.22642","2453403403.65732","3297328717.8","3071063747.01156","4170018327.31031","5425247320.98946","5076731095.5549","7073281717.97411","6160741392.76767","5372970520.79746","6300969921.65628","6493635257.5","5370709055","2965165663","4120003384.8","2929197163.8","4306806733.4","5993046750","5205987063.49","4473770158.1613","4542637802.36622","4452442380.33872","4188465452.36121","4677698114.94742","5560510695.22642","7779181376.78777","10599376728.4797","10078172673.1845","8636230884.39112","9353795416.44757","10165104205.163","14179736410.488","18776493921.3967","19320709853.2616","23028093174.0745","24804544868.1536","29681600240.9393","33109778170.6981","32410160396.1","35175366197.0242","30960816686.3183","33936190619.4721",
"Latin America & Caribbean (excluding high income)","LAC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","640883.977900552","8298779.80202221","8375549.38936015","34708285.3627347","46019619.6951584","69653379.2334899","67495888.0092036","98743405.6775664","175827980.629084","117154317.951781","117148101.668649","135188366.115256","143594407.235704","150918132.414687","216364932.515237","257467336.053705","274555363.890573","309044996.656749","461928956.386681","707646948.471267","876987037.291999","919003264.970299","1104519904.2674","1178202761.34322","1274038875.85898","1064915566.8","1218805730.88974","1043071089.92137","",
"Lebanon","LBN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","140193599.995454","161550899.99886","206563419.993384","206512479.993384","233028079.993056","251644719.993084","282747659.992776","282162799.992216","388526599.989526","348892799.989526","404917179.989526","598829634.59774","922647604.59774","1507046664.49773","2997376774.49773","2494061148.19773","2544358604.09773","3089266491.7","3918138361.19772","6253129748.69661","7024574509.19388","5182114877.99195","6821644208.68261","5420707068.48117","3514703726.49078","4089410467.77941","4092904993.6","4832307011.8","4761143885","4636190380","4210389268.4","4536363853","4569657750","5862881325.98","7418500762.7508","8099940715.05279","9337094001.44888","8652574829.502","9210344642.37486","10452317949.6639","8474638543.71478","7563692935.00691","10404665517.8269","16367322516.8061","15773807177.4886","16617970749.3395","19238866982.3732","20598783991.8226","28265312126.7568","39131823200.6638","44475630274.079","47859469368.7681","52530986923.9628","47855927736.4319","50668864745.8878","48531390405.7721","53905512324.5871",
"Liberia","LBR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","18718548.99546","19188688.79532","17169641.59648","27344984.3","18021318.59666","54978991.59348","5450000","8336716.39891","6473031.09999","20396000","3476406.3","1517968.39998","2660463.8","509559.8","380371","7876424.8","","1307912.9","977250","2362459.68","5069083.0987","28088832.80158","376467.07032","419970.5935","616574.78026","431082.245132532","267707.428892515","480275.986569091","3298470.56184","7376738.86774","18742650.4933616","25395460.90423","71989512.7056","119359165.28241","160860069.20936","372456984.36465","465899495.568565","512830948.032094","497221385.198593","493099664.187211","499007526.325419","522588181.080753","528731308.887119",
"Libya","LBY","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","82389999.99881","86959999.99724","96165599.99666","121975999.99604","171922959.995757","245992079.994296","339427459.993296","385446799.993296","555590299.992783","918062399.992783","1595900689.99153","2679173141.29397","2990318988.39396","2297339603.99396","3965710704.13548","2436846615.49503","3434886387.03616","5190237317.48698","4658086280.36509","7605939653.19248","14904803892.8944","10425320457.5214","8694456204.86397","6583893437.46064","4758853174.23649","7081091916.91666","7360413077.1","7580772792","5798484395","5776262605.6","7225219474.8","6967997814.4","7382032500","","","","","","8598140097.32068","8621829768.37617","13729872226.4072","16079034345.0547","15892269294.4203","21513344908.3751","27714114397.4632","41879961966.2284","62228720878.4648","83259981376.811","96334975396.4355","103753848614.775","106144240867.32","110538568687.253","124647554386.636","119714243055.28","93615460032.9457","77649593174.7463","70191438392.9273",
"St. Lucia","LCA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","3240955.42422485","5191851.85189819","5652962.9630127","6757037.03707886","8124074.0741272","8287426.84812336","7611784.87386668","8211031.09999","8870469.49999","12380000","12650000","25110000","30800000","32650000","38210000","44589871.8","48746646.1","55461250","60037823.28","57790727.3722","63090894.62456","56140810.3504","60981752.1905","70614760.41592","74515076.09371","78828586.61724","88936538.72299","93892170.5485037","106902191.482624","132539599.040393","116387885.454252","134538722.363348","153719600.472083","142774403.49688","174798926.353469","206256107.8047","213433753.386616","231967200.716172","192222647.459718","257658591.287367","317540353.51226","291899479.18618",
"Latin America & Caribbean","LCN","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","101259999.98874","90000000","85000000","75000000","52000000","73000000","43000000","55000000","52000000","40000000","42739999.99996","50332571.29997","59464516.68723","86601280.48657","77591857.48555","57431421.38921","92329928.58758","292587699.3","407115535.17372","549102731.17776","282580139.5","352359571.0794","380230502.187489","320947605.981908","530159878.199937","471725052.19394","377188000.9","309506426.7","247726248.25","269432865.8","447030482.6","724220186.1","979864996.25","1653805524.54355","2069716974.58595","2111952731.81085","1984681138.21508","2042319918.1107","1997795287.81587","1653728954.32291","1131355393.46995","1357451876.64211","1705155578.78756","2333781491.99409","2204869011.75366","2734967980.3661","2832098005.534","3518418323.872","2616559604.06848","5353610184.36381","7195358272.43193","6739196756.94454","7106460354.23041","7500000919.72839","8210750397.22915","7302096559.75704","6008268535.18098",
"Lower middle income","LMC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","50268473.2969259","43395459.3960429","47535434.3986735","66677045.99772","48576066.2","43520460.79776","60259771.4","67531267.4","56281282","48997744.8","72373881.6","115039949.3","157486250","252685728.76","372621143.7209","456739383.02883","460505582.47124","571737992.51425","575080953.0267","499556707.77226","417891104.8124","386488997.424568","406370202.326262","460333704.363606","501504291.3924","519112399.380138","658398850.360368","1002760352.3075","971530254.56738","1179798513.89842","1070956473.58585","919086077.53116","1027908712.16812","1055235475.67827","1070831312.34636","904161631.38537","925195235.26753",
"Late-demographic dividend","LTE","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107287425","422943421.421","596691631.68465","828984764.70219","841037164.46488","1064038330.433","1462691472.22752","1249084970.26322","1362679202.37948","1669177344.0623","2413140588.19296","3449667625.08632","3593962685.72902","3815556164.96427","5772525484.3036","7711952181.17325","6442845969.44588","6623187428.60612","6598353022.51251","8201665407.98341","8529340692.23272","8072526094.84","8729461246.6618","1697150074.47478","2599864612.95389",
"Luxembourg","LUX","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","160844609.899571","173019151.77071","204103921.3","250498040.4","217220985.5","212809466","212608942.6","201722835.7","188412671.25","186694541.29565","192791239.4576","193112223.57704","186468253.98036","152705833.0954","","99458892.17332","97465875.31431","126635668.4387","177769218.71408","311200471.16111","330784097.31091","279062757.79208","265117736.3964","205249495.83775","398118083.50916","808815032.02806","848319027.64736","1010735789.36267","990807545.09596","963141340.9","863657874.00651","770747119.78335","973175638.01764",
"Latvia","LVA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","526398174.932","640693740.76185","602076781.07859","746119791.67692","832492439.076","872976183.78476","944355642.83631","919162856.39237","1217482763.06771","1326623371.51072","1536170567.89768","2020863043.8812","2359714949.86013","4511469901.7776","5760724075.484","5243938989.17458","6902262628.71661","7605712548.90407","6378031618.63409","7524707970.95712","7895272180.14","3228079426.23591","3445996091.6205","3511946642.22594",
"Macao SAR, China","MAC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","67950522.5525978","64198331.4419683","103053911.653807","174059038.741041","221365693.539563","354620866.342483","520624844.411252","650685700.737487","1301729869.41305","1569065634.34806","1966349230.24805","2256563500.53362","2422172297.80611","2532769529.53705","2462574718.98144","2857387350.24797","3323014302.25176","3508440974.68654","3800343591.27577","4343370556.09048","5436107122.79169","6689436716.70569","9132102574.35142","13229919966.1443","15930121266.7869","18350321740.6545","23726490181.8908","34026184616.5378","16600225450.9018","16145878199.0284","16444386287.6882","18890787008.0417","19489856404.2215",
"St. Martin (French part)","MAF","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","206112399.993571","185269349.98687","174203029.986041","110211319.986041","53111519.999019","98871999.9886","86813999.9877","75719999.9868","89139999.9994","114119999.9994","141721999.9991","176837989.49755","252590665.05519","307948130.45557","504349104.45593","437657206.35696","549011031.9896","609585582.1","772082126.08741","917484589.28479","813620196.79952","509516102.39856","539242248.298766","375256517.49935","265729346.999296","345295873.59992","486544465.8","751948887.2","836286995","770803380.8","2337533793","3349097038.4","3818641750","3929934650.2","4621504528.5225","3873508800.85591","4054079204.49556","4197122843.30992","4637702694.8709","5893811345.60641","5016935106.58316","8669348412.69313","10375315440.1918","14146568749.7627","16646737756.4256","16550640420.5192","20790793863.1608","24713570381.0687","22719558238.8253","23568386799.9902","23956001344.2253","20417988054.8637","17390401423.9246","19051001885.64","20526505866.4643","23005183310.4083","25353273325.081",
"Monaco","MCO","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2452050","76335779.04","179920380.7062","257008881.11969","311958017.008901","365985640.86101","143562517.30346","185700971.655868","222490325.688617","228532262.37507","268855941.675292","302270799.13918","470258874.931869","597448067.536399","775478571.7356","1333684646.91346","1672406461.4715","1480265226.23473","1717685351.47232","1965325537.18577","2515016645.12744","2820638989.43915","2156677865.16685","1756772262.72335","2205927462.2344",
"Madagascar","MDG","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","48000000","42800000","51079999.99772","49881999.997718","51481999.996718","42881999.996718","30581999.996718","19381999.996718","37121999.991778","46344981.408998","52241541.006238","67901788.686238","49408139.49983","35577007.19908","42161003.79814","68920763.5","59221245.09131","5039519.89997","9100000","26521655.19938","19959215.19768","29225633.99988","58899721.3","48443936.79996","114524463.8","185199306.2","223721113","245265708","92084945.8","88857217.2","84427500","80642850.24","71640029.087","108960784.06259","240880919.76104","281600527.2205","171378013.31018","227186728.61299","285182984.94372","398349960.56398","363272345.49728","414272747.14732","503524276.38614","481286831.01104","583182459.1728","846677005.5825","982306552.88393","982078738.34146","1022970238.52693","1134559982.99318","1052810925.74988","776146732.63","773817675.98807","832008779.19652","1183690706.72002",
"Maldives","MDV","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","10000","80000","571474.29983","712505.79974","949147.59964","1145421.59954","8406399.49955","4541127.49955","5129802.1","4591968.39998","6914463.8","8194186.6","21586914","24766283.2","24378453.2","23468608.6","28193750","26149830.44","31220397.79575","47951942.85627","76166937.32364","98305131.37675","118535056.36929","127116483.69479","122801165.36351","95341540.1052038","135638958.461245","162249406.100784","206512424.826085","189032886.923776","234391278.106262","311434227.523531","243588885.283344","275592735.961079","364318765.753027","348650282.299138","318266640.442346","381885332.598391","627407086.124104","575758072.555396","477934330.510074",
"Middle East & North Africa","MEA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","444341599.951114","413480000","427198019.952314","548302679.951029","587594479.950171","538031679.940986","564571659.910896","586953599.900257","689436599.862366","663370799.882781","756033729.811871","981456969.21386","1296682590.27445","1679818127.27435","1920866328.77869","1896784847.83002","1403804525.28692","1938338432.96084","2269381285.62224","3087691808.87478","4175319283.14218","4971262424.19639","1777613455.3036","4793446005.77979","8018704804.32438","5678880167.64409","6673539954.79897","13691984922.5296","6326669600.98936","6740243827.06934","10216846002.6699","18052066576.8412","19171355377.9518","25298703947.229","6441390824.27","17045564132.8583","19526913909.7629","28852476921.9745","31863183339.4869","31828400087.305","35577279664.7281","44804667833.1902","50671450504.7838","59026700137.8023","64201702282.0517","74109706514.808","76329366176.0868","87208176853.5165","95299838493.0161","99888813655.7712","120583999941.193","149208131604.958","167075785814.637","180200037031.892","195681644250.838","177596630431.738","177973630985.829",
"Marshall Islands","MHL","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia, FYR","MKD","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120503199.533987","166364466.403032","275093144.444568","267527141.58627","280386381.180607","334778270.756906","459592966.032031","460208292.093194","798842470.305833","789942729.165172","934744444.012158","991429586.260109","1340486934.8597","1889352306.72126","2264233637.34225","2110178286.01634","2288279712.33866","2276767085.90584","2667393350.67415","2891478810.72544","2747604657.94736","2964236429.75075","2470701357.41742","2751929514.22226",
"Mali","MLI","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","10600000","3500000","2700000","2800000","400000","1000000","600000","1100000","900000","2067994.59874","3749132.39756","4226350.99774","6109780.49697","4195901.79727","6895032.49725","6949216.25","11375596.19742","15625094.39872","25634124.59464","24869106.1922323","25328149.1907463","23416217.9911342","32445063.6918077","28673260.6848955","19646395.8378002","24963098.4029963","43696188.2948507","123369557.421147","197765533.199727","325999064.782626","314190137.309407","339781278.362762","228624487.33988","322950389.309627","442845502.450207","414894710.921464","402878744.649702","349687907.847173","382455137.31822","","","","","","","","","","","","","","","","",
"Malta","MLT","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","59300000","59300000","66700000","69100000","71500000","78900000","90200000","89500000","153323099.997151","139294799.997141","158551489.994023","200146501.09259","284622232.29087","350038225.49087","452512815.49087","535286350.78712","655371810.18106","778933778.6","1006499982.08101","1200108564.27729","1245944873.27287","1255104749.16173","1294711907.75256","1292365140.44021","1133890973.39953","1139325616.53077","1327522476.9","1640190721.2","1555887508","1445774019.2","1492208342","1374657750","1308331250","1401663051.31253","1890025826.43175","1620329964.37841","1636087068.45824","1490757864.54","1664438097.94569","1789768389.70125","1471281954.40392","1667548395.42396","2210545482.80851","2730176860.59557","2733736253.34126","2578481094.9646","2980332940.5952","3798767205.6115","373422746.24734","538508822.1306","540153472.88185","515098490.89746","704900061.2974","596933408.6","619373741.26347","571697354.33898","677038978.8674",
"Myanmar","MMR","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","121689999.99651","94989999.99251","154183999.9913","184795999.9913","214887631.990111","180797631.990101","184364833.990101","155498719.997591","169002339.997591","129698719.997591","98344617.9982086","75767501.39996","60969690.19438","114339531.49031","219574805.49047","160822349.79197","145252957.9924","140482255.8","150230435.19712","331879504.39532","408656859.89461","328874585.58864","219116099.885659","185192858.49297","139557419.499749","116064368.39998","131294080","148847786","180489370","364109430.4","409508689.6","347210275.9","363826150","401045513.38806","518318938.0469","650646171.87149","314633169.25608","316969699.2829","381515599.93196","332626824.58242","286495285.32498","464440901.22431","549300678.30656","646775820.66586","773487465.99779","889437363.43472","1382707355.0964","3283726257.14225","3920716171.4516","5505842301.27732","6045321158.93192","7361702605.61691","7352900705.40968","8835555374.06","2293572980.69439","4053664666.09575","",
"Middle East & North Africa (excluding high income)","MNA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58186175.67","63710645.7","81798872.35","203991211.239","457125536.604","688838331.569052","435670240.104322","572612999.37147","556155061.45042","392694777.28283","458665569.9843","583975034.603576","661395517.475374","733514272.879917","846459810.846742",
"Mongolia","MNG","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22824548.25","66017364.3992","94180777.7607","157522381.21876","160999007.75816","200365024.047781","103157875.475094","136907231.58469","202077115.67595","206545596.97695","267337072.22966","203558127.14212","207833968.65908","333150650.38753","719617928.363","1001846766.34175","656677378.61981","1327038011.59701","2287769227.04589","2447812099.5794","4126178225.63168","2247858007.855","1651791213.59642","1322495147.84446","1304118639.02217",
"Northern Mariana Islands","MNP","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","55294036.6024478","45886268.1273836","56746936.1525609","118022757.819802","173596742.766209","203495525.128165","231744264.349439","240557217.2","233365000","187240821.72","177505721.01465","195318936.35552","344062454.91668","537469866.468473","628447254.237737","671348916.911476","742321151.156254","726979118.837382","824689974.989138","947825068.826613","1159312550.25631","1102663443.36604","1216256985.2447","1524073650.3675","1660542080.46082","2181058125.50999","2265087873.21265","2591542032.2213","2961916707.80817","3353349558.09106","3221261234.18655","2581229746.79412","2199285336.79566",
"Mauritania","MRT","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","7900000","10100000","10449999.99925","9849999.99925","7769999.99913","8799999.999","7419999.99888","3569999.99863","3200000","7504564.69843","13459416.09709","42243176.99698","103811969.49803","47725241.79827","81982577.69881","50940398.9","81397325.09931","117973809.09873","146443450","166215885.19888","144182621.099979","110167514.9993","81044026.2999886","62846490.59607","52714484.5","77375495.8","60285160","87029774.4","58538416.2","71680834.4","65014875","49051951.565","44081264.04865","89903817.29498","145464318.5968","204088936.253","52065473.643803","38617875","49402253.5686518","39833320.4047457","74083410.5347767","31821258.2816748","38764016.7792048","70367753.4158805","194495586.003091","207413837.599946","198598074.463361","237857971.019454","287851715.943763","502324714.68557","968635711.043546","","","","",
"Mauritius","MUS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","17120000","18340000","18550000","19370000","19090000","19950000","19280000","13280000","16339999.9997","33050000","46189999.99555","51697682.39256","70118243.79022","66826039.49023","131073692.99722","165977226.19193","89513769.39182","67871956.2","53255919.79838","48428424.69941","112825200","50005977.99445","55135758.0982524","32229094.9999","35170100.9999624","42240120.99995","150724971.2","361672158.8","463214001","542375434.8","761194274.6","914948832","840552377.5","781068497.5846","771186143.67825","887180962.62085","918954425.943","711321469.91695","576760689.95931","748884064.1152","914366200.80147","852678489.14538","1248515928.44816","1603024418.8589","1632941241.18602","1371551462.37819","1308850482.9784","1831736374.4055","1796126167.7169","2315555443.69285","2618620224.55584","2775246241.8788","3053007553.89608","3490768018.28","3920881279.02821","4259691431.96579","4962069631.10366",
"Malawi","MWI","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","25226999.998623","21409999.99862","22499999.99862","22509999.99861","21009999.9986","29199999.99671","31919978.9951","36237114.9935","66643022.49165","81791078.99166","61458209.59544","26217487.29569","88549576.8","76971881.09671","76080400.49695","75955673.79997","54157210.6905562","28526421.2963597","20298634.9969671","60557707.5999872","49146191.39778","29621581.6","58045443.7","150839685.25","105459895.4","142103082","157742195.2","44227430.25","61890329.44163","47716467.8348387","114971836.460682","225277411.71918","145904844.653995","259135424.116718","250151581.364583","246503876.519044","206054633.524324","165874392.877778","127393412.383044","133673457.665745","165231265.670433","141932267.541591","227314283.912","253908650.005998","163276592.790877","325348522.125419","217026455.40979","244599528.698102","428566514.891453","616129547.05559","678730999.754791","",
"Malaysia","MYS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","356000000","349000000","379546299.99652","394268399.99257","424423999.9924","469857199.98619","494285699.97974","457017999.96742","529200999.9651","619979999.96258","667456899.92437","827083731.71742","1014856418.39765","1461559211.89288","1856664258.88886","1688955990.28456","2627814968.58111","3070865766.1","3670452656.40765","5005509030.44518","5754998625.08567","5024214147.35769","4832355574.66308","4672614679.7376","4441615461.89767","5677019647.33522","6942089619","8572963559.4","7490587819","8733333838.4","10658832532","11716563664","18023987500","28182868709.22","26338866592.5271","24698753698.5536","27891911687.7294","21470189842.7743","26235703348.5399","30930645527.5501","28650938058.7981","29845803323.9518","33761681179.9974","44309888341.1137","66393548615.3064","70458191541.036","82876090372.4428","101994769391.6","92166457213.8984","96704053354.7699","106528115588.724","133571691893.907","139730782870.233","134853703846.21","115958884711.898","95282341204.3118","94481264616.3253",
"North America","NAC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49717500","133694471.2","202621731.3051","220986649.70013","193866390.2192","250531564.92825","260253246.318","305489557.18136","259836317.691399","234251046.84519","323133447.424437","325217778.002459","345060355.48061","312104907.797971","449578847.021961","896022010.583133","1292933974.6866","2050927458.28497","1695690506.52404","1786689890.24195","1745866242.86536","1511161816.862","1177200538.15256","1688180784.30862","1833673813.52517",
"New Caledonia","NCL","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","9400000","8600000","7549999.99925","3049999.99925","3769999.99913","1099999.999","2719999.99888","6669999.99863","18739999.99626","33588328.8654651","41349654.8271099","50757643.2588907","45495549.4390463","50265102.1217751","82484840.0110562","102029253.996861","130243860.435356","137379082.860737","132428262.316573","109753594.055273","34697809.4786656","57406994.7030692","92131050.909788","140029097.649324","193576609.92862","253849261.12581","236653818.007431","216750528.609458","226479279.058683","206677064.057265","228678290.434738","196381338.456601","114517448.768593","94726679.7717611","78483472.5185026","53266395.2635679","53056689.0396204","39242103.3355826","81430378.4122703","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","343000000","307070650","289024969.999429","210030679.994429","228053519.994429","239053519.994429","215353489.991169","112359199.991169","121194899.991159","132459199.988069","223498269.971269","431942335.9574","390711306.54154","622853542.42145","5708969937.41875","5665692685.7304","5256783771.50507","4335986545.5","2028806093.06735","5899641162.89699","10639785565.5968","4168453297.31495","1926433881.75893","1251986645.47431","1674113909.19931","1891868246.19889","1349903025.1","1497832058.8","932989777","2041078372","4128789620.6","4678023330.1","1196052750","1640443739.21","1649172399.361","1709113523.70308","4329391830.45484","7781250308.1695","7298545696.70457","5649725440.01338","10099448198.3725","10646598366.1899","7566806238.30096","7415087385.93883","17256543970.296","28632051719.0976","42735469032.5044","51907034586.96","53599283556.9218","45509822740.47","35884925669.1873","36263658532.5856","47548404716.6336","46254765030.76","37497241208.0224","31334501876.0986","30029812871.7345",
"Nicaragua","NIC","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","11735999.99718","13526650","17241259.999982","31835559.999993","38926079.999991","57326319.999989","58109749.999975","32089599.995227","48613699.999977","44212799.999986","49225289.999023","58890752.79632","80697216.19378","117942008.49429","108034729.9942","124114416.19543","148342300.09653","152618156.7","56876108.59566","155832346.59998","75131000","118584837.59994","179394936.799102","220480000","","","","113265986.6","166098000","163920000","165533453.2","169488608.6","288776250","58899669.3213","145990233.91965","142003674.46519","202863225.51716","382292004.269","354722886.22069","514067507.45242","492485082.07576","384021946.56984","453205838.83942","508236348.45362","668198635.79177","727807751.84567","921891810.4492","1103322447.2515","1140842519.64283","1573082196.27207","1798980795.84851","1892248901.94888","1887214949.9209","1992960852.32886","2276177372.24628","2492262734.29888","2447771185.93209",
"Netherlands","NLD","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","1885730631.59961","1962252519.24873","1946625625.1641","2103079421.68164","2351701687.59981","2419709453.51159","2458087677.45167","2629210307.4426","2798136288.1361","2540014731.4547","3362472584.50521","4102925821.88136","6242195051.23569","10350913701.2159","14762567287.2606","12503852716.6693","12498493369.2391","14753244573.2662","17467540850.997","30104385298.0992","37548927420.7992","26805904010.2257","30209431669.3406","26934422309.887","22783968031.0145","25150915168.2095","28368089068.2286","37275386398.0925","34102038581.5695","34129105107.0797","34401211968.8521","33335400635.3055","36580969032.1427","45035664048.931","47858724574.508","47161835443.1653","39606556277.5619","32720062062.9135","31155167991.8567","19049506608.4886","17688012242.2057","16897429231.5545","18948431418.0062","21596596546.3137","21603056127.1314","20447925661.9336","23902292619.8384","26928025792.3473","28602644852.5152","39284462909.0281","46146854477.9048","50411074277.4324","54816126997.2448","46309218934.02","43054424385.9934","38213747836.009","35905763108.5387",
